X,Index,CHEMBL_ID,PUBCHEM_CID,IUPAC_Name,Original_SMILES,Original_InChi,Original_InChiKey,DSSTOX_SUBSTANCE_ID,CASRN,PREFERRED_NAME,Canonical_QSARr,InChI_Code_QSARr,InChIKey_QSARr,Salt_Solvent,Salt_Solvent_ID,QC_Level,CalculatedLogPapp,PappClass,Source,tr_tst,outliers,Envi.Che_CERAPP,Envi.Che_COMPARA,Envi.Che_CPDAT,Envi.Che_REFCHEMDB,Envi.Che_TSCA_ACTIVE_NCTI,overlap.lable
319,Caco-1214,?,?,NA,O[C@@H]1[C@H](OC2C=C(O)C=C(O)C=2C1=O)C1=CC(O)=C(O)C=C1,"InChI=1S/C15H12O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,14-19,21H/t14-,15+/m0/s1",CXQWRCVTCMQVQX-LSDHHAIUSA-N,DTXSID8022450,480-18-2,(+)-Taxifolin,OC1C(OC2C=C(O)C=C(O)C=2C1=O)C1=CC(O)=C(O)C=C1,"InChI=1S/C15H12O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,14-19,21H",CXQWRCVTCMQVQX-UHFFFAOYSA-N,<undefined>,0,High,-6.5093193,1,Wang,1,1,N,Y,Y,Y,Y,N&Y&Y&Y&Y
324,Caco-475,?,?,NA,NCCCC[C@H](N[C@@H](CCC1C=CC=CC=1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,"InChI=1S/C21H31N3O5/c22-13-5-4-9-16(19(25)24-14-6-10-18(24)21(28)29)23-17(20(26)27)12-11-15-7-2-1-3-8-15/h1-3,7-8,16-18,23H,4-6,9-14,22H2,(H,26,27)(H,28,29)/t16-,17-,18-/m0/s1",RLAWWYSOJDYHDC-BZSNNMDCSA-N,DTXSID6040537,76547-98-3,lisinopril,NCCCCC(NC(CCC1C=CC=CC=1)C(O)=O)C(=O)N1CCCC1C(O)=O,"InChI=1S/C21H31N3O5/c22-13-5-4-9-16(19(25)24-14-6-10-18(24)21(28)29)23-17(20(26)27)12-11-15-7-2-1-3-8-15/h1-3,7-8,16-18,23H,4-6,9-14,22H2,(H,26,27)(H,28,29)",RLAWWYSOJDYHDC-UHFFFAOYSA-N,<undefined>,0,High,-6.5,1,Wang|Pham,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
329,Caco-1891,CHEMBL26|?,?,NA,CCN1CCCC1CNC(=O)C1C=C(C=CC=1OC)S(N)(=O)=O,"InChI=1S/C15H23N3O4S/c1-3-18-8-4-5-11(18)10-17-15(19)13-9-12(23(16,20)21)6-7-14(13)22-2/h6-7,9,11H,3-5,8,10H2,1-2H3,(H,17,19)(H2,16,20,21)",BGRJTUBHPOOWDU-UHFFFAOYSA-N,DTXSID1042574,15676-16-1,Sulpiride,CCN1CCCC1CNC(=O)C1C=C(C=CC=1OC)S(N)(=O)=O,"InChI=1S/C15H23N3O4S/c1-3-18-8-4-5-11(18)10-17-15(19)13-9-12(23(16,20)21)6-7-14(13)22-2/h6-7,9,11H,3-5,8,10H2,1-2H3,(H,17,19)(H2,16,20,21)",BGRJTUBHPOOWDU-UHFFFAOYSA-N,<undefined>,NA,High,-6.488890353,2,CHEMBL|Pham,1,0,Y,Y,Y,Y,N,Y&Y&Y&Y&N
346,Caco-601,?,?,NA,NC(=N)C1C=CC(=CC=1)C1=CC=C(O1)C1C=CC(=CC=1)C(N)=N,"InChI=1S/C18H16N4O/c19-17(20)13-5-1-11(2-6-13)15-9-10-16(23-15)12-3-7-14(8-4-12)18(21)22/h1-10H,(H3,19,20)(H3,21,22)",ZJHZBDRZEZEDGB-UHFFFAOYSA-N,DTXSID00224264,73819-26-8,furamidine,NC(=N)C1C=CC(=CC=1)C1=CC=C(O1)C1C=CC(=CC=1)C(N)=N,"InChI=1S/C18H16N4O/c19-17(20)13-5-1-11(2-6-13)15-9-10-16(23-15)12-3-7-14(8-4-12)18(21)22/h1-10H,(H3,19,20)(H3,21,22)",ZJHZBDRZEZEDGB-UHFFFAOYSA-N,<undefined>,0,High,-6.4201083,2,Wang,1,1,N,N,N,Y,N,N&N&N&Y&N
351,Caco-2035,CHEMBL1007,?,NA,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2C=CC=CC1=2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,"InChI=1S/C55H75N17O13/c1-29(2)19-38(49(80)67-37(9-5-17-60-55(57)58)54(85)72-18-6-10-43(72)53(84)62-25-44(56)75)66-46(77)26-63-47(78)39(20-30-11-13-33(74)14-12-30)68-52(83)42(27-73)71-50(81)40(21-31-23-61-35-8-4-3-7-34(31)35)69-51(82)41(22-32-24-59-28-64-32)70-48(79)36-15-16-45(76)65-36/h3-4,7-8,11-14,23-24,28-29,36-43,61,73-74H,5-6,9-10,15-22,25-27H2,1-2H3,(H2,56,75)(H,59,64)(H,62,84)(H,63,78)(H,65,76)(H,66,77)(H,67,80)(H,68,83)(H,69,82)(H,70,79)(H,71,81)(H4,57,58,60)/t36-,37-,38-,39-,40-,41-,42-,43-/m0/s1",XLXSAKCOAKORKW-AQJXLSMYSA-N,DTXSID20873490,33515-09-2,Luteinizing hormone-???releasing factor (swine),CC(C)CC(NC(=O)CNC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2C=CC=CC1=2)NC(=O)C(CC1=CNC=N1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(N)=N)C(=O)N1CCCC1C(=O)NCC(N)=O,"InChI=1S/C55H75N17O13/c1-29(2)19-38(49(80)67-37(9-5-17-60-55(57)58)54(85)72-18-6-10-43(72)53(84)62-25-44(56)75)66-46(77)26-63-47(78)39(20-30-11-13-33(74)14-12-30)68-52(83)42(27-73)71-50(81)40(21-31-23-61-35-8-4-3-7-34(31)35)69-51(82)41(22-32-24-59-28-64-32)70-48(79)36-15-16-45(76)65-36/h3-4,7-8,11-14,23-24,28-29,36-43,61,73-74H,5-6,9-10,15-22,25-27H2,1-2H3,(H2,56,75)(H,59,64)(H,62,84)(H,63,78)(H,65,76)(H,66,77)(H,67,80)(H,68,83)(H,69,82)(H,70,79)(H,71,81)(H4,57,58,60)",XLXSAKCOAKORKW-UHFFFAOYSA-N,<undefined>,NA,High,-6.400116928,2,CHEMBL,1,1,N,N,Y,Y,N,N&N&Y&Y&N
352,Caco-151,?,?,NA,CN(CC1C=NC2N=C(N)N=C(N)C=2N=1)C1C=CC(=CC=1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,"InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)/t13-/m0/s1",FBOZXECLQNJBKD-ZDUSSCGKSA-N,DTXSID4020822,5/2/1959,methotrexate,CN(CC1C=NC2N=C(N)N=C(N)C=2N=1)C1C=CC(=CC=1)C(=O)NC(CCC(O)=O)C(O)=O,"InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)",FBOZXECLQNJBKD-UHFFFAOYSA-N,<undefined>,0,High,-6.40000005,2,Wang|Pham,1,1,N,Y,Y,Y,Y,N&Y&Y&Y&Y
354,Caco-2091,CHEMBL90555,?,NA,CC(=O)O[C@@H]1[C@]2(CC)C=CCN3CC[C@]4([C@@H](N(C=O)C5C=C(OC)C(=CC4=5)[C@]4(C[C@H]5C[C@](O)(C[N@](C5)CCC5=C4NC4C=CC=CC5=4)CC)C(=O)OC)[C@@]1(O)C(=O)OC)[C@H]23,"InChI=1S/C46H56N4O10/c1-7-42(55)22-28-23-45(40(53)58-5,36-30(14-18-48(24-28)25-42)29-12-9-10-13-33(29)47-36)32-20-31-34(21-35(32)57-4)50(26-51)38-44(31)16-19-49-17-11-15-43(8-2,37(44)49)39(60-27(3)52)46(38,56)41(54)59-6/h9-13,15,20-21,26,28,37-39,47,55-56H,7-8,14,16-19,22-25H2,1-6H3/t28-,37+,38-,39-,42+,43-,44-,45+,46+/m1/s1",OGWKCGZFUXNPDA-XQKSVPLYSA-N,DTXSID1032278,57-22-7,Vincristine,CC(=O)OC1C2(CC)C=CCN3CCC4(C(N(C=O)C5C=C(OC)C(=CC4=5)C4(CC5CC(O)(CN(C5)CCC5=C4NC4C=CC=CC5=4)CC)C(=O)OC)C1(O)C(=O)OC)C23,"InChI=1S/C46H56N4O10/c1-7-42(55)22-28-23-45(40(53)58-5,36-30(14-18-48(24-28)25-42)29-12-9-10-13-33(29)47-36)32-20-31-34(21-35(32)57-4)50(26-51)38-44(31)16-19-49-17-11-15-43(8-2,37(44)49)39(60-27(3)52)46(38,56)41(54)59-6/h9-13,15,20-21,26,28,37-39,47,55-56H,7-8,14,16-19,22-25H2,1-6H3",OGWKCGZFUXNPDA-UHFFFAOYSA-N,<undefined>,NA,High,-6.397940009,2,CHEMBL,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
395,Caco-1297,?,?,NA,O[C@H](CO)[C@@H](O)[C@H](O)[C@H](O)CO,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1",FBPFZTCFMRRESA-KVTDHHQDSA-N,DTXSID1023235,69-65-8,D-Mannitol,OC(CO)C(O)C(O)C(O)CO,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2",FBPFZTCFMRRESA-UHFFFAOYSA-N,<undefined>,0,High,-6.382329,2,Wang,1,1,Y,Y,Y,Y,Y,Y&Y&Y&Y&Y
410,Caco-1433,?,?,NA,CC(=O)N[C@@H]1[C@@H](N)CC(=C[C@H]1OC(CC)CC)C(O)=O,"InChI=1S/C14H24N2O4/c1-4-10(5-2)20-12-7-9(14(18)19)6-11(15)13(12)16-8(3)17/h7,10-13H,4-6,15H2,1-3H3,(H,16,17)(H,18,19)/t11-,12+,13+/m0/s1",NENPYTRHICXVCS-YNEHKIRRSA-N,DTXSID50171996,187227-45-8,oseltamivir acid,CC(=O)NC1C(N)CC(=CC1OC(CC)CC)C(O)=O,"InChI=1S/C14H24N2O4/c1-4-10(5-2)20-12-7-9(14(18)19)6-11(15)13(12)16-8(3)17/h7,10-13H,4-6,15H2,1-3H3,(H,16,17)(H,18,19)",NENPYTRHICXVCS-UHFFFAOYSA-N,<undefined>,0,High,-6.3467875,2,Wang,1,1,N,N,N,Y,N,N&N&N&Y&N
416,Caco-6207,?,?,NA,CN1CCN(CC(=O)N2C3N=CC=CC=3NC(=O)C3=CC=CC=C23)CC1,"InChI=1S/C19H21N5O2/c1-22-9-11-23(12-10-22)13-17(25)24-16-7-3-2-5-14(16)19(26)21-15-6-4-8-20-18(15)24/h2-8H,9-13H2,1H3,(H,21,26)",RMHMFHUVIITRHF-UHFFFAOYSA-N,DTXSID7023487,28797-61-7,pirenzepine,CN1CCN(CC(=O)N2C3N=CC=CC=3NC(=O)C3=CC=CC=C23)CC1,"InChI=1S/C19H21N5O2/c1-22-9-11-23(12-10-22)13-17(25)24-16-7-3-2-5-14(16)19(26)21-15-6-4-8-20-18(15)24/h2-8H,9-13H2,1H3,(H,21,26)",RMHMFHUVIITRHF-UHFFFAOYSA-N,<undefined>,NA,Low,-6.33,2,Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
417,Caco-1,?,?,NA,OC1CC2=C(C=C(O)C=C2O)OC1C1=CC(O)=C(O)C=C1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2",PFTAWBLQPZVEMU-UHFFFAOYSA-N,DTXSID10859304|DTXSID4045133,17334-50-8|490-46-0,"2-(3,4-dihydroxyphenyl)-3,4-dihydro-2h-1-benzopyran-3,5,7-triol",OC1CC2=C(C=C(O)C=C2O)OC1C1=CC(O)=C(O)C=C1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2",PFTAWBLQPZVEMU-UHFFFAOYSA-N,<undefined>,0,High,-6.3255961,2,Wang,1,1,Y,N,N,N,N,Y&N&N&N&N
419,Caco-2139,CHEMBL197672,?,NA,C[C@H](NC(=O)C(=O)NC1=CC=CC=C1C(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)COC1C(F)=C(F)C=C(F)C=1F,"InChI=1S/C26H27F4N3O7/c1-12(31-24(38)25(39)32-16-8-6-5-7-13(16)26(2,3)4)23(37)33-17(10-19(35)36)18(34)11-40-22-20(29)14(27)9-15(28)21(22)30/h5-9,12,17H,10-11H2,1-4H3,(H,31,38)(H,32,39)(H,33,37)(H,35,36)/t12-,17-/m0/s1",SCVHJVCATBPIHN-SJCJKPOMSA-N,DTXSID10180160,254750-02-2,Emricasan,CC(NC(=O)C(=O)NC1=CC=CC=C1C(C)(C)C)C(=O)NC(CC(O)=O)C(=O)COC1C(F)=C(F)C=C(F)C=1F,"InChI=1S/C26H27F4N3O7/c1-12(31-24(38)25(39)32-16-8-6-5-7-13(16)26(2,3)4)23(37)33-17(10-19(35)36)18(34)11-40-22-20(29)14(27)9-15(28)21(22)30/h5-9,12,17H,10-11H2,1-4H3,(H,31,38)(H,32,39)(H,33,37)(H,35,36)",SCVHJVCATBPIHN-UHFFFAOYSA-N,<undefined>,NA,High,-6.301029996,2,CHEMBL,1,1,N,N,N,Y,N,N&N&N&Y&N
462,Caco-2177,CHEMBL422|?,?,NA,CN1CCN(CCCN2C3C=CC=CC=3SC3C=CC(=CC2=3)C(F)(F)F)CC1,"InChI=1S/C21H24F3N3S/c1-25-11-13-26(14-12-25)9-4-10-27-17-5-2-3-6-19(17)28-20-8-7-16(15-18(20)27)21(22,23)24/h2-3,5-8,15H,4,9-14H2,1H3",ZEWQUBUPAILYHI-UHFFFAOYSA-N,DTXSID1046928,117-89-5,2-Trifluoromethyl-10-[3'-(1-methyl-4-piperazinyl)propyl]phenothiazine,CN1CCN(CCCN2C3C=CC=CC=3SC3C=CC(=CC2=3)C(F)(F)F)CC1,"InChI=1S/C21H24F3N3S/c1-25-11-13-26(14-12-25)9-4-10-27-17-5-2-3-6-19(17)28-20-8-7-16(15-18(20)27)21(22,23)24/h2-3,5-8,15H,4,9-14H2,1H3",ZEWQUBUPAILYHI-UHFFFAOYSA-N,<undefined>,NA,High,-6.300514998,2,CHEMBL|Pham,1,0,Y,Y,Y,Y,N,Y&Y&Y&Y&N
464,Caco-157,?,?,NA,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3C=CC(O)=CC=3)C(=O)N2[C@H]1C(O)=O,"InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)/t9-,10-,11+,14-/m1/s1",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,DTXSID3037044,26787-78-0,amoxicillin,CC1(C)SC2C(NC(=O)C(N)C3C=CC(O)=CC=3)C(=O)N2C1C(O)=O,"InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)",LSQZJLSUYDQPKJ-UHFFFAOYSA-N,<undefined>,0,High,-6.29,2,Wang|Pham,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
465,Caco-1902,CHEMBL182|?,?,NA,NC1NC(=O)C2N=CN(COC(CO)CO)C=2N=1,"InChI=1S/C9H13N5O4/c10-9-12-7-6(8(17)13-9)11-3-14(7)4-18-5(1-15)2-16/h3,5,15-16H,1-2,4H2,(H3,10,12,13,17)",IRSCQMHQWWYFCW-UHFFFAOYSA-N,DTXSID8041032,82410-32-0,Ganciclovir,NC1NC(=O)C2N=CN(COC(CO)CO)C=2N=1,"InChI=1S/C9H13N5O4/c10-9-12-7-6(8(17)13-9)11-3-14(7)4-18-5(1-15)2-16/h3,5,15-16H,1-2,4H2,(H3,10,12,13,17)",IRSCQMHQWWYFCW-UHFFFAOYSA-N,<undefined>,0,High,-6.29,2,CHEMBL|Wang|Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
474,Caco-2036,CHEMBL1069|?,?,NA,CC(C)[C@@H](C(O)=O)N(CC1C=CC(=CC=1)C1=CC=CC=C1C1NN=NN=1)C(=O)CCCC,"InChI=1S/C24H29N5O3/c1-4-5-10-21(30)29(22(16(2)3)24(31)32)15-17-11-13-18(14-12-17)19-8-6-7-9-20(19)23-25-27-28-26-23/h6-9,11-14,16,22H,4-5,10,15H2,1-3H3,(H,31,32)(H,25,26,27,28)/t22-/m0/s1",ACWBQPMHZXGDFX-QFIPXVFZSA-N,DTXSID6023735,137862-53-4,Valsartan,CC(C)C(C(O)=O)N(CC1C=CC(=CC=1)C1=CC=CC=C1C1NN=NN=1)C(=O)CCCC,"InChI=1S/C24H29N5O3/c1-4-5-10-21(30)29(22(16(2)3)24(31)32)15-17-11-13-18(14-12-17)19-8-6-7-9-20(19)23-25-27-28-26-23/h6-9,11-14,16,22H,4-5,10,15H2,1-3H3,(H,31,32)(H,25,26,27,28)",ACWBQPMHZXGDFX-UHFFFAOYSA-N,<undefined>,0,High,-6.2600002,2,CHEMBL|Wang,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
484,Caco-2213,CHEMBL1385850,?,NA,OC(=O)C1=CC2NC(=NC=2C=C1)C(F)(F)F,"InChI=1S/C9H5F3N2O2/c10-9(11,12)8-13-5-2-1-4(7(15)16)3-6(5)14-8/h1-3H,(H,13,14)(H,15,16)",KGOXEOVTUNSMPR-UHFFFAOYSA-N,DTXSID30349419,82791-93-3,2-Trifluoromethyl-1H-benzoimidazole-5-carboxylic acid,OC(=O)C1=CC2NC(=NC=2C=C1)C(F)(F)F,"InChI=1S/C9H5F3N2O2/c10-9(11,12)8-13-5-2-1-4(7(15)16)3-6(5)14-8/h1-3H,(H,13,14)(H,15,16)",KGOXEOVTUNSMPR-UHFFFAOYSA-N,<undefined>,NA,High,-6.244125144,2,CHEMBL,1,0,N,N,N,Y,N,N&N&N&Y&N
488,Caco-1150,?,?,NA,C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C2=COC(=O)C=C2)[C@H](O)[C@H](O)[C@H]1O,"InChI=1S/C30H42O8/c1-16-24(32)25(33)26(34)27(37-16)38-19-8-11-28(2)18(14-19)5-6-22-21(28)9-12-29(3)20(10-13-30(22,29)35)17-4-7-23(31)36-15-17/h4,7,14-16,19-22,24-27,32-35H,5-6,8-13H2,1-3H3/t16-,19-,20+,21-,22+,24-,25+,26+,27-,28-,29+,30-/m0/s1",MYEJFUXQJGHEQK-ALRJYLEOSA-N,DTXSID5023532,466-06-8,proscillaridin,CC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5(O)C4CCC3=C2)C2=COC(=O)C=C2)C(O)C(O)C1O,"InChI=1S/C30H42O8/c1-16-24(32)25(33)26(34)27(37-16)38-19-8-11-28(2)18(14-19)5-6-22-21(28)9-12-29(3)20(10-13-30(22,29)35)17-4-7-23(31)36-15-17/h4,7,14-16,19-22,24-27,32-35H,5-6,8-13H2,1-3H3",MYEJFUXQJGHEQK-UHFFFAOYSA-N,<undefined>,0,High,-6.2299852,2,Wang,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
532,Caco-155,?,?,NA,OC1C=C(O)C=CC=1C1OC2C=C(O)C=C(O)C=2C(=O)C=1O,"InChI=1S/C15H10O7/c16-6-1-2-8(9(18)3-6)15-14(21)13(20)12-10(19)4-7(17)5-11(12)22-15/h1-5,16-19,21H",YXOLAZRVSSWPPT-UHFFFAOYSA-N,DTXSID1022398,480-16-0,morin,OC1C=C(O)C=CC=1C1OC2C=C(O)C=C(O)C=2C(=O)C1=O,"InChI=1S/C15H10O7/c16-6-1-2-8(9(18)3-6)15-14(21)13(20)12-10(19)4-7(17)5-11(12)22-15/h1-5,15-19H",JUVPWBCCVAWDJF-UHFFFAOYSA-N,<undefined>,0,High,-6.20940205,2,Wang,1,1,N,Y,Y,Y,Y,N&Y&Y&Y&Y
541,Caco-1289,?,?,NA,CN(C)[C@H]1C[C@@H](C)O[C@@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)N(C)C[C@H](C)C[C@@]2(C)O)[C@@H]1O,"InChI=1S/C38H72N2O12/c1-15-27-38(10,46)31(42)24(6)40(13)19-20(2)17-36(8,45)33(52-35-29(41)26(39(11)12)16-21(3)48-35)22(4)30(23(5)34(44)50-27)51-28-18-37(9,47-14)32(43)25(7)49-28/h20-33,35,41-43,45-46H,15-19H2,1-14H3/t20-,21-,22+,23-,24-,25+,26+,27-,28+,29-,30+,31-,32+,33-,35+,36-,37-,38-/m1/s1",MQTOSJVFKKJCRP-BICOPXKESA-N,DTXSID8030760,83905-01-5,azithromycin,CN(C)C1CC(C)OC(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)N(C)CC(C)CC2(C)O)C1O,"InChI=1S/C38H72N2O12/c1-15-27-38(10,46)31(42)24(6)40(13)19-20(2)17-36(8,45)33(52-35-29(41)26(39(11)12)16-21(3)48-35)22(4)30(23(5)34(44)50-27)51-28-18-37(9,47-14)32(43)25(7)49-28/h20-33,35,41-43,45-46H,15-19H2,1-14H3",MQTOSJVFKKJCRP-UHFFFAOYSA-N,<undefined>,0,High,-6.19038415,2,Wang|Pham,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
544,Caco-2295,CHEMBL1431|?,?,NA,CN(C)C(=N)NC(N)=N,"InChI=1S/C4H11N5/c1-9(2)4(7)8-3(5)6/h1-2H3,(H5,5,6,7,8)",XZWYZXLIPXDOLR-UHFFFAOYSA-N,DTXSID2023270,657-24-9,Metformin,CN(C)C(=N)NC(N)=N,"InChI=1S/C4H11N5/c1-9(2)4(7)8-3(5)6/h1-2H3,(H5,5,6,7,8)",XZWYZXLIPXDOLR-UHFFFAOYSA-N,<undefined>,0,High,-6.180456065,2,CHEMBL|Wang,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
546,Caco-6205,?,?,NA,O=C1NC2C=CC=CC=2N1C1CCN(CCCC(C2C=CC(F)=CC=2)C2C=CC(F)=CC=2)CC1,"InChI=1S/C28H29F2N3O/c29-22-11-7-20(8-12-22)25(21-9-13-23(30)14-10-21)4-3-17-32-18-15-24(16-19-32)33-27-6-2-1-5-26(27)31-28(33)34/h1-2,5-14,24-25H,3-4,15-19H2,(H,31,34)",YVUQSNJEYSNKRX-UHFFFAOYSA-N,DTXSID8023474,2062-78-4,pimozide,O=C1NC2C=CC=CC=2N1C1CCN(CCCC(C2C=CC(F)=CC=2)C2C=CC(F)=CC=2)CC1,"InChI=1S/C28H29F2N3O/c29-22-11-7-20(8-12-22)25(21-9-13-23(30)14-10-21)4-3-17-32-18-15-24(16-19-32)33-27-6-2-1-5-26(27)31-28(33)34/h1-2,5-14,24-25H,3-4,15-19H2,(H,31,34)",YVUQSNJEYSNKRX-UHFFFAOYSA-N,<undefined>,NA,Low,-6.18,2,Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
553,Caco-6160,?,?,NA,CC(C)NCC(O)C1C=C(O)C=C(O)C=1,"InChI=1S/C11H17NO3/c1-7(2)12-6-11(15)8-3-9(13)5-10(14)4-8/h3-5,7,11-15H,6H2,1-2H3",LMOINURANNBYCM-UHFFFAOYSA-N,DTXSID8048529,586-06-1,metaproterenol,CC(C)NCC(O)C1C=C(O)C=C(O)C=1,"InChI=1S/C11H17NO3/c1-7(2)12-6-11(15)8-3-9(13)5-10(14)4-8/h3-5,7,11-15H,6H2,1-2H3",LMOINURANNBYCM-UHFFFAOYSA-N,<undefined>,NA,Low,-6.17,2,Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
584,Caco-1296,?,?,NA,NS(=O)(=O)C1=CC2=C(C=C1Cl)NCNS2(=O)=O,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",JZUFKLXOESDKRF-UHFFFAOYSA-N,DTXSID2020713,58-93-5,hydrochlorothiazide,NS(=O)(=O)C1=CC2=C(C=C1Cl)NCNS2(=O)=O,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",JZUFKLXOESDKRF-UHFFFAOYSA-N,<undefined>,0,High,-6.1272849,2,Wang|Pham,1,1,Y,Y,Y,Y,Y,Y&Y&Y&Y&Y
597,Caco-797,?,?,NA,C[C@@H]1O[C@@H](OC2C(=O)C3C(=CC(O)=CC=3O)OC=2C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,"InChI=1S/C21H20O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-18,21-26,28-29H,1H3/t7-,15-,17+,18+,21-/m0/s1",OXGUCUVFOIWWQJ-HQBVPOQASA-N,DTXSID50200230,522-12-3,quercitrin,CC1OC(OC2C(=O)C3C(=CC(O)=CC=3O)OC=2C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,"InChI=1S/C21H20O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-18,21-26,28-29H,1H3",OXGUCUVFOIWWQJ-UHFFFAOYSA-N,<undefined>,0,High,-6.0999999,2,Wang,1,1,N,Y,N,Y,N,N&Y&N&Y&N
